Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
810.000000	1068.678458	-0.113256	0.619603	33.181157	0.002179	3.350344	9.825428
800.000000	1068.678458	-0.327214	0.891907	41.682127	0.011383	0.841188	-0.001000
790.000000	1068.678458	-0.647584	0.977436	46.182168	0.027353	0.203053	1.261811
780.000000	1068.678458	-1.017823	1.010480	51.231812	0.049305	0.098131	1.409213
770.000000	1068.678458	-1.435342	1.030165	54.326318	0.075167	0.069113	1.392936
760.000000	1068.678458	-1.938521	1.043544	55.739552	0.105511	0.047166	0.720154
750.000000	1068.678458	-2.562293	1.054828	56.557091	0.143038	0.032498	2.512506
740.000000	1068.678458	-3.237660	1.065584	58.105078	0.187580	0.024257	3.116995
730.000000	1068.678458	-4.029216	1.073929	58.371670	0.236348	0.022932	0.617406
720.000000	1068.678458	-4.925065	1.083529	59.575181	0.297489	0.015620	-0.001000
710.000000	1068.678458	-6.008446	1.090456	59.890735	0.367183	0.015091	0.507061
700.000000	1068.678458	-7.255713	1.096963	60.333513	0.449349	0.011446	1.095184
690.000000	1068.678458	-8.629913	1.103886	61.200039	0.545551	0.010976	-0.001000
680.000000	1068.678458	-10.266112	1.110554	60.124936	0.641436	0.008293	1.565649
670.000000	1068.678458	-11.991214	1.115642	59.864210	0.749390	0.007985	-0.001000
660.000000	1068.678458	-13.661643	1.120652	60.899108	0.872444	0.007654	8.532729
650.000000	1068.678458	-15.695711	1.125829	60.722551	1.004052	0.006123	0.652977
640.000000	1068.678458	-18.092040	1.130444	60.076893	1.149733	0.005830	-0.001000
630.000000	1068.678458	-21.141470	1.136133	60.963190	1.370203	0.005400	0.172887
620.000000	1068.678458	-24.128357	1.140483	60.270452	1.551936	0.004482	0.227998
610.000000	1068.678458	-27.544687	1.144665	59.740861	1.762547	0.004261	0.167161
600.000000	1068.678458	-31.341396	1.148854	59.433746	2.002485	0.004055	0.116643
590.000000	1068.678458	-35.154775	1.152766	59.438375	2.253956	0.003878	0.099987
580.000000	1068.678458	-38.768527	1.155934	59.502377	2.495166	0.003317	0.190875
570.000000	1068.678458	-41.928660	1.158768	59.484447	2.704355	0.003192	0.712909
560.000000	1068.678458	-45.336480	1.161108	59.089953	2.910629	0.003090	0.160878
550.000000	1068.678458	-48.657971	1.163366	58.908435	3.120333	0.003007	0.227956
540.000000	1068.678458	-52.057159	1.165504	58.940101	3.346246	0.002915	0.479567
530.000000	1068.678458	-55.252347	1.167411	58.809511	3.549564	0.002838	0.139529
520.000000	1068.678458	-58.509156	1.169186	58.297211	3.731712	0.002758	0.230479
510.000000	1068.678458	-62.063944	1.171014	58.524537	3.980084	0.002464	0.083203
500.000000	1068.678458	-65.875808	1.172650	58.130740	4.201972	0.002414	0.159746
490.000000	1068.678458	-69.140286	1.174086	58.078800	4.411657	0.002357	0.081852
480.000000	1068.678458	-72.250366	1.175313	57.889541	4.599883	0.002297	0.139088
470.000000	1068.678458	-75.940745	1.176598	57.722613	4.826163	0.002247	0.123419
460.000000	1068.678458	-79.582858	1.177796	57.392250	5.033800	0.002191	0.093507
450.000000	1068.678458	-82.942457	1.178796	57.584817	5.268372	0.002142	0.059977
440.000000	1068.678458	-85.649583	1.179816	57.090765	5.398317	0.002100	0.086548
430.000000	1068.678458	-88.038741	1.180452	57.182473	5.560811	0.002075	0.150600
420.000000	1068.678458	-90.406336	1.180973	56.535741	5.648263	0.002049	0.847610
410.000000	1068.678458	-92.123309	1.181520	56.568313	5.761515	0.002030	0.175057
400.000000	1068.678458	-93.531254	1.181892	56.518723	5.846284	0.002016	0.609487
