Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
395.000000	1042.670581	-0.289778	0.353721	48.305581	0.004749	0.198639	3.469145
405.000000	1042.670581	-0.482406	0.379180	52.700511	0.009245	0.106587	3.572969
415.000000	1042.670581	-0.692530	0.394548	54.864412	0.014377	0.067809	2.040532
425.000000	1042.670581	-1.105111	0.412802	56.983588	0.024932	0.042073	1.186267
435.000000	1042.670581	-1.809140	0.430443	58.575800	0.043748	0.025904	1.158203
445.000000	1042.670581	-2.909012	0.447011	60.220517	0.075104	0.015677	-0.001000
455.000000	1042.670581	-4.239503	0.459330	60.526865	0.113042	0.009566	0.713559
465.000000	1042.670581	-5.924193	0.470214	61.947841	0.165502	0.007360	0.559706
475.000000	1042.670581	-8.249639	0.480470	62.006476	0.235717	0.005660	1.001581
485.000000	1042.670581	-10.890118	0.489225	62.512204	0.319418	0.004388	0.228631
495.000000	1042.670581	-14.261720	0.497434	62.296020	0.423858	0.003376	0.287618
505.000000	1042.670581	-17.904151	0.504068	62.993313	0.545243	0.002633	0.158094
515.000000	1042.670581	-21.700323	0.509710	62.884025	0.667087	0.002101	0.089284
525.000000	1042.670581	-26.096157	0.515220	62.977113	0.812092	0.001671	0.128754
535.000000	1042.670581	-29.681950	0.518871	63.636162	0.939958	0.001621	0.065878
545.000000	1042.670581	-31.999608	0.520841	62.564426	1.000069	0.001592	-0.001000
555.000000	1042.670581	-33.677497	0.522779	62.858550	1.061390	0.001312	0.117276
565.000000	1042.670581	-37.651441	0.525699	63.795632	1.211052	0.001274	0.105139
575.000000	1042.670581	-41.091800	0.528094	63.382743	1.319138	0.001257	0.058018
585.000000	1042.670581	-43.937809	0.529986	63.144267	1.410228	0.001230	0.052144
595.000000	1042.670581	-47.445249	0.532325	63.288447	1.533016	0.001027	0.963790
605.000000	1042.670581	-53.344324	0.535346	63.353979	1.735201	0.001000	0.058583
615.000000	1042.670581	-57.704417	0.537369	62.630510	1.862604	0.000964	0.066466
625.000000	1042.670581	-60.338660	0.538958	63.197691	1.971080	0.000832	2.521133
635.000000	1042.670581	-63.694784	0.540135	63.794388	2.104948	0.000819	0.026468
645.000000	1042.670581	-67.066334	0.541440	62.464794	2.175421	0.000814	0.075164
655.000000	1042.670581	-70.252378	0.542695	63.069200	2.306148	0.000800	0.026994
665.000000	1042.670581	-73.922554	0.543981	62.922789	2.426730	0.000793	0.269559
675.000000	1042.670581	-79.106521	0.545775	63.102792	2.612927	0.000772	0.248412
685.000000	1042.670581	-84.785540	0.547685	62.929826	2.802606	0.000663	0.038565
695.000000	1042.670581	-91.162202	0.549461	63.343977	3.043058	0.000650	0.031940
705.000000	1042.670581	-99.652419	0.551564	62.534880	3.296548	0.000636	0.024725
715.000000	1042.670581	-109.616372	0.554261	62.646338	3.650379	0.000622	0.036278
725.000000	1042.670581	-120.030756	0.556354	62.461506	4.000455	0.000544	0.024500
735.000000	1042.670581	-131.525998	0.558482	61.773002	4.351832	0.000526	0.062261
745.000000	1042.670581	-143.865895	0.560804	61.556209	4.763140	0.000501	0.013436
755.000000	1042.670581	-154.160259	0.562771	61.660195	5.130530	0.000493	0.039398
765.000000	1042.670581	-167.691421	0.564173	61.143038	5.547831	0.000446	0.010851
775.000000	1042.670581	-180.320441	0.565931	61.568856	6.025904	0.000433	0.041530
785.000000	1042.670581	-194.373794	0.567550	60.385660	6.388937	0.000429	0.011826
795.000000	1042.670581	-208.936590	0.569138	60.214758	6.867326	0.000414	-0.001000
805.000000	1042.670581	-224.468176	0.570747	60.477577	7.430967	0.000403	0.017788
