Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
810.000000	995.149372	-0.327931	0.367488	50.989107	0.006175	0.180869	3.476291
800.000000	995.149372	-7.914170	0.480828	65.577370	0.250761	0.005817	0.371699
790.000000	995.149372	-16.434274	0.502341	65.255286	0.541348	0.002795	0.087164
780.000000	995.149372	-24.388855	0.513698	65.646057	0.826456	0.002175	0.388068
770.000000	995.149372	-32.058422	0.521437	65.063153	1.092926	0.001690	-0.001000
760.000000	995.149372	-39.595380	0.527208	64.264177	1.348053	0.001397	0.047284
750.000000	995.149372	-46.636383	0.531584	64.386286	1.603989	0.001198	-0.001000
740.000000	995.149372	-53.909715	0.535548	64.921335	1.883497	0.001155	-0.001000
730.000000	995.149372	-60.365848	0.538881	63.742396	2.083649	0.000991	0.269794
720.000000	995.149372	-67.387271	0.541557	63.610911	2.332735	0.000968	-0.001000
710.000000	995.149372	-74.938160	0.544091	62.143393	2.546134	0.000936	0.039573
700.000000	995.149372	-80.693642	0.546188	61.763121	2.735411	0.000923	0.062293
690.000000	995.149372	-87.511255	0.547765	62.295508	3.000726	0.000835	0.056007
680.000000	995.149372	-93.352142	0.549847	62.155462	3.205955	0.000800	-0.001000
670.000000	995.149372	-98.364241	0.551351	62.093084	3.383924	0.000791	0.018728
660.000000	995.149372	-104.304241	0.552314	61.202306	3.542973	0.000764	-0.001000
650.000000	995.149372	-110.494899	0.553918	61.015636	3.752670	0.000765	0.011611
640.000000	995.149372	-115.447829	0.554921	61.224950	3.941463	0.000755	-0.001000
630.000000	995.149372	-123.052604	0.556138	59.837261	4.114875	0.000684	0.103523
620.000000	995.149372	-128.472855	0.557236	60.751684	4.370396	0.000682	0.010462
610.000000	995.149372	-131.761509	0.558131	60.328678	4.458209	0.000683	4.322938
600.000000	995.149372	-137.135997	0.558955	60.070190	4.626998	0.000684	0.008695
590.000000	995.149372	-141.913988	0.559724	60.093305	4.796637	0.000660	-0.001000
580.000000	995.149372	-145.580579	0.560333	59.530914	4.879823	0.000658	0.010161
570.000000	995.149372	-148.940828	0.560694	59.124493	4.961570	0.000653	0.018063
560.000000	995.149372	-151.180583	0.561293	59.416765	5.066482	0.000661	-0.001000
550.000000	995.149372	-154.664230	0.561908	58.605559	5.118062	0.000647	-0.001000
540.000000	995.149372	-158.350620	0.562309	58.760263	5.257637	0.000640	0.009030
530.000000	995.149372	-161.190153	0.562549	59.414074	5.413775	0.000624	-0.001000
520.000000	995.149372	-163.923806	0.562866	58.695723	5.442086	0.000629	-0.001000
510.000000	995.149372	-166.493206	0.563349	58.520911	5.515656	0.000624	0.014261
500.000000	995.149372	-170.878061	0.564011	58.345812	5.650608	0.000591	-0.001000
490.000000	995.149372	-173.319898	0.563975	58.068186	5.703725	0.000593	0.009602
480.000000	995.149372	-176.605660	0.564448	58.470442	5.857024	0.000593	0.011423
470.000000	995.149372	-178.851843	0.564819	58.328889	5.921040	0.000588	-0.001000
460.000000	995.149372	-181.320015	0.565192	57.557626	5.927292	0.000571	-0.001000
450.000000	995.149372	-184.839168	0.565478	56.969424	5.983612	0.000583	-0.001000
440.000000	995.149372	-185.724365	0.565807	58.932435	6.223046	0.000574	0.160179
430.000000	995.149372	-188.106657	0.565950	57.918976	6.196053	0.000566	0.005071
420.000000	995.149372	-189.280901	0.566221	58.067206	6.253680	0.000564	-0.001000
410.000000	995.149372	-193.175418	0.566090	57.113547	6.276075	0.000571	0.005596
400.000000	995.149372	-193.064772	0.566219	57.162918	6.279330	0.000569	0.011188
