Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
360.000000	1053.797256	-0.079670	0.506999	32.879095	0.001260	3.584118	12.342115
380.000000	1053.797256	-0.231448	0.649049	44.290671	0.006314	0.448562	8.088364
400.000000	1053.797256	-0.674034	0.713177	54.616347	0.024914	0.089661	3.869953
420.000000	1053.797256	-1.820878	0.757391	60.019550	0.078548	0.036948	1.338952
440.000000	1053.797256	-3.945543	0.788046	61.430551	0.181253	0.015628	1.087419
460.000000	1053.797256	-7.174484	0.810953	62.155245	0.343168	0.009883	0.626354
480.000000	1053.797256	-11.678242	0.828782	62.007599	0.569515	0.006467	0.604625
500.000000	1053.797256	-16.150220	0.839956	61.581302	0.792733	0.004471	0.275395
520.000000	1053.797256	-19.947775	0.847639	61.616462	0.988656	0.004215	0.300130
540.000000	1053.797256	-25.352073	0.855853	61.099359	1.258034	0.003107	0.136834
560.000000	1053.797256	-30.056194	0.861912	60.493287	1.487123	0.002942	0.160288
580.000000	1053.797256	-33.216051	0.865594	60.750693	1.657510	0.002848	0.141529
600.000000	1053.797256	-36.047224	0.868793	60.125328	1.786853	0.002298	0.269352
620.000000	1053.797256	-38.696485	0.871157	60.222516	1.926503	0.002240	0.123312
640.000000	1053.797256	-39.689579	0.871946	60.147678	1.975275	0.002224	0.092152
660.000000	1053.797256	-40.501389	0.872510	60.169850	2.017726	0.002212	0.113080
680.000000	1053.797256	-40.697836	0.872635	60.290154	2.031859	0.002206	0.125275
700.000000	1053.797256	-41.087957	0.872765	60.264856	2.050780	0.002195	0.079626
720.000000	1053.797256	-41.180981	0.872759	60.291044	2.056302	0.002190	0.226259
740.000000	1053.797256	-41.114825	0.872686	60.234386	2.050898	0.002180	0.260607
760.000000	1053.797256	-41.370539	0.872494	59.991587	2.054882	0.002180	0.531863
