Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
810.000000	995.149372	-0.441638	0.364969	51.718475	0.008377	0.134957	3.315954
800.000000	995.149372	-17.911671	0.496901	63.373279	0.566792	0.002927	0.137149
790.000000	995.149372	-33.852104	0.514865	62.519774	1.094985	0.001565	0.084033
780.000000	995.149372	-48.220071	0.524334	61.762958	1.569191	0.001264	-0.001000
770.000000	995.149372	-61.580792	0.530558	60.427073	1.983907	0.001174	0.031006
760.000000	995.149372	-73.705543	0.535138	60.019027	2.378846	0.000991	0.029092
750.000000	995.149372	-85.673173	0.539084	59.363314	2.755061	0.000856	0.095685
740.000000	995.149372	-96.731785	0.542113	58.327694	3.073585	0.000819	-0.001000
730.000000	995.149372	-107.122823	0.544489	58.826692	3.447918	0.000798	0.022856
720.000000	995.149372	-118.209539	0.547031	57.708673	3.749877	0.000707	0.012238
710.000000	995.149372	-128.757805	0.548811	57.059881	4.051716	0.000695	0.100319
700.000000	995.149372	-137.927055	0.550675	56.619848	4.321404	0.000667	-0.001000
690.000000	995.149372	-148.328936	0.552044	55.917107	4.601039	0.000656	0.007270
680.000000	995.149372	-156.529322	0.553280	56.555178	4.921808	0.000647	0.065342
670.000000	995.149372	-163.965242	0.554504	55.550084	5.075194	0.000625	0.348942
660.000000	995.149372	-172.607877	0.555647	55.409463	5.340171	0.000579	0.218727
650.000000	995.149372	-178.888693	0.556394	55.797021	5.580696	0.000572	-0.001000
640.000000	995.149372	-187.826586	0.557395	54.884686	5.774081	0.000567	0.013036
630.000000	995.149372	-196.729800	0.558349	54.551109	6.021316	0.000553	0.057786
620.000000	995.149372	-203.952858	0.558989	53.876826	6.172300	0.000547	0.005736
610.000000	995.149372	-209.383444	0.559637	53.868010	6.342953	0.000551	0.013478
600.000000	995.149372	-214.994164	0.560235	53.516592	6.477349	0.000531	0.006499
590.000000	995.149372	-218.716183	0.560730	53.759063	6.625183	0.000535	-0.001000
580.000000	995.149372	-225.378789	0.561077	53.641449	6.816279	0.000530	0.008390
570.000000	995.149372	-228.611430	0.561609	54.307561	7.006552	0.000514	-0.001000
560.000000	995.149372	-233.169184	0.561803	53.299700	7.016034	0.000520	-0.001000
550.000000	995.149372	-235.847739	0.562146	53.616086	7.143110	0.000517	0.029253
540.000000	995.149372	-236.924566	0.562581	54.126778	7.249681	0.000512	-0.001000
530.000000	995.149372	-243.366302	0.562689	52.999088	7.293051	0.000501	-0.001000
520.000000	995.149372	-247.739969	0.563146	52.885388	7.414204	0.000505	-0.001000
510.000000	995.149372	-250.945085	0.563552	52.482050	7.458224	0.000475	0.061277
500.000000	995.149372	-254.214514	0.563773	53.226979	7.665637	0.000478	0.010052
490.000000	995.149372	-258.781444	0.564101	52.236799	7.662642	0.000468	0.032612
480.000000	995.149372	-262.270196	0.564220	52.042275	7.738656	0.000478	0.013341
470.000000	995.149372	-265.950744	0.564628	52.148460	7.868946	0.000463	0.006136
460.000000	995.149372	-269.497489	0.564964	52.101540	7.971456	0.000464	0.007398
450.000000	995.149372	-270.730397	0.564991	52.286087	8.036670	0.000466	-0.001000
440.000000	995.149372	-272.499152	0.564932	52.286074	8.088339	0.000465	0.008179
430.000000	995.149372	-276.418646	0.565257	52.348171	8.219136	0.000457	0.107833
420.000000	995.149372	-279.427265	0.565425	51.818607	8.227000	0.000461	0.006063
410.000000	995.149372	-281.674388	0.565626	51.794637	8.292269	0.000457	0.007860
400.000000	995.149372	-284.749163	0.565735	51.927179	8.405851	0.000452	0.023779
