Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
395.000000	1070.980570	-0.565536	0.779936	36.331791	0.014963	0.644677	3.251214
405.000000	1070.980570	-0.908227	0.901139	38.042958	0.029072	0.374825	2.578956
415.000000	1070.980570	-1.249933	0.959256	39.498556	0.044220	0.190632	1.869687
425.000000	1070.980570	-1.856509	1.006568	42.736057	0.074568	0.082263	1.834813
435.000000	1070.980570	-2.774324	1.037051	46.446777	0.124776	0.041880	1.556510
445.000000	1070.980570	-4.105698	1.060126	50.124309	0.203710	0.027972	0.934267
455.000000	1070.980570	-5.826908	1.077834	51.986505	0.304859	0.014806	0.371813
465.000000	1070.980570	-7.916187	1.090721	54.001199	0.435363	0.013610	0.397804
475.000000	1070.980570	-10.349937	1.102337	55.511214	0.591359	0.009917	0.486674
485.000000	1070.980570	-13.024799	1.111768	56.375215	0.762240	0.007407	0.524769
495.000000	1070.980570	-16.133053	1.120111	56.592406	0.954892	0.006854	0.602254
505.000000	1070.980570	-19.439067	1.127056	57.401643	1.174258	0.005371	0.446019
515.000000	1070.980570	-22.800420	1.132894	57.424085	1.384984	0.005030	0.191802
525.000000	1070.980570	-26.724346	1.138939	58.440931	1.660899	0.004725	0.144460
535.000000	1070.980570	-29.856190	1.143062	58.068313	1.850384	0.003878	0.342336
545.000000	1070.980570	-31.875300	1.145150	58.100323	1.980222	0.003795	0.212172
555.000000	1070.980570	-33.710293	1.146973	58.664214	2.117910	0.003708	-0.001000
565.000000	1070.980570	-37.201986	1.150705	58.450542	2.336346	0.003558	0.225648
575.000000	1070.980570	-40.387173	1.153503	58.201870	2.531731	0.003438	-0.001000
585.000000	1070.980570	-42.612124	1.155614	58.036079	2.668472	0.002978	0.438440
595.000000	1070.980570	-45.733278	1.157798	57.860759	2.860670	0.002887	0.235994
605.000000	1070.980570	-50.134765	1.161062	58.192537	3.162860	0.002767	0.102297
615.000000	1070.980570	-53.561975	1.163019	57.569020	3.348503	0.002697	0.318639
625.000000	1070.980570	-55.119869	1.164213	57.987366	3.474500	0.002661	0.072312
635.000000	1070.980570	-57.249038	1.165365	57.996456	3.612849	0.002607	-0.001000
645.000000	1070.980570	-59.150044	1.166477	57.925496	3.731809	0.002570	-0.001000
655.000000	1070.980570	-60.661835	1.167557	58.130994	3.844324	0.002521	0.046507
665.000000	1070.980570	-62.898951	1.168468	57.563482	3.950261	0.002496	0.055119
675.000000	1070.980570	-65.498717	1.169539	57.514983	4.113837	0.002457	0.121004
685.000000	1070.980570	-67.848662	1.170861	57.737106	4.282725	0.002197	0.075855
695.000000	1070.980570	-69.613992	1.171594	57.844611	4.405093	0.002180	1.309980
705.000000	1070.980570	-71.967600	1.172519	57.327869	4.516905	0.002154	0.048593
715.000000	1070.980570	-74.376680	1.173489	57.352833	4.674006	0.002115	-0.001000
725.000000	1070.980570	-76.432867	1.174098	57.554652	4.822623	0.002079	0.186258
735.000000	1070.980570	-78.222092	1.174866	56.974125	4.888929	0.002064	0.176430
745.000000	1070.980570	-78.994544	1.175340	57.087007	4.948989	0.002045	0.038586
755.000000	1070.980570	-80.265115	1.175707	57.021316	5.024370	0.002021	0.065365
765.000000	1070.980570	-80.780624	1.175927	57.677734	5.115809	0.002021	-0.001000
775.000000	1070.980570	-81.238179	1.176068	57.747527	5.151625	0.002008	0.073222
785.000000	1070.980570	-81.894723	1.176176	57.151660	5.140145	0.002004	2.130960
795.000000	1070.980570	-82.345263	1.176389	56.988825	5.154632	0.001989	0.086423
805.000000	1070.980570	-83.020182	1.176363	56.822635	5.181610	0.002001	0.280957
