Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
360.000000	1053.797256	-0.082587	0.007744	12.187851	7.396499E-6	0.093764	0.093764
380.000000	1053.797256	-0.245791	0.027454	21.630732	0.000139	0.111631	0.109203
400.000000	1053.797256	-0.733950	0.075164	25.990092	0.001361	0.088777	0.111793
420.000000	1053.797256	-1.956672	0.177336	26.617376	0.008764	0.072344	0.100615
440.000000	1053.797256	-4.209678	0.300980	29.544578	0.035523	0.053989	0.096248
460.000000	1053.797256	-7.720108	0.421367	32.460841	0.100204	0.034153	0.091487
480.000000	1053.797256	-12.848813	0.576982	33.639975	0.236659	0.022472	0.080373
500.000000	1053.797256	-17.989274	0.653249	34.633807	0.386221	0.016690	0.070252
520.000000	1053.797256	-22.924920	0.705255	36.634003	0.562058	0.011691	0.079122
540.000000	1053.797256	-30.032323	0.748974	39.029133	0.833081	0.006600	0.060035
560.000000	1053.797256	-36.645175	0.778598	40.242091	1.089567	0.005348	0.053946
580.000000	1053.797256	-41.390897	0.791131	41.129348	1.278051	0.004468	0.044595
600.000000	1053.797256	-45.603477	0.802692	41.750195	1.450268	0.003441	0.041489
620.000000	1053.797256	-49.222739	0.808421	42.297901	1.597222	0.003326	0.046200
640.000000	1053.797256	-50.710522	0.809983	42.073625	1.639935	0.003277	0.050550
660.000000	1053.797256	-51.700047	0.812192	42.557563	1.695778	0.003273	0.053274
680.000000	1053.797256	-52.330974	0.814731	42.511343	1.719971	0.002652	0.048585
700.000000	1053.797256	-52.568865	0.812572	42.277882	1.713747	0.003270	0.039735
720.000000	1053.797256	-52.689561	0.814527	42.612392	1.735437	0.002629	0.040746
740.000000	1053.797256	-52.784324	0.812771	42.531699	1.731524	0.003205	0.039561
760.000000	1053.797256	-52.838812	0.814008	42.264219	1.725033	0.003253	0.042621
