Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
810.000000	1076.543839	-0.040379	0.000330	0.000000	1.949538E-5	0.008166	0.008166
800.000000	1076.543839	-2.774006	0.022564	23.102983	0.001343	0.008139	0.008135
790.000000	1076.543839	-5.463845	0.044224	25.197759	0.005656	0.008062	0.008160
780.000000	1076.543839	-7.949129	0.063096	25.339491	0.011806	0.007774	0.008454
770.000000	1076.543839	-10.356091	0.080130	26.644999	0.020539	0.006731	0.008314
760.000000	1076.543839	-12.820145	0.095557	26.302890	0.029931	0.007036	0.007751
750.000000	1076.543839	-15.263906	0.110742	27.134741	0.042606	0.006127	0.008080
740.000000	1076.543839	-17.437387	0.124092	27.294985	0.054863	0.006021	0.007471
730.000000	1076.543839	-19.682609	0.135500	27.962144	0.069272	0.005984	0.008482
720.000000	1076.543839	-22.001215	0.147809	28.225512	0.085263	0.005271	0.008565
710.000000	1076.543839	-24.337092	0.159990	28.593228	0.103417	0.004943	0.008042
700.000000	1076.543839	-26.435906	0.169824	28.799170	0.120099	0.005114	0.008311
690.000000	1076.543839	-28.697280	0.180089	28.717836	0.137863	0.004541	0.007530
680.000000	1076.543839	-30.829970	0.189159	29.299446	0.158718	0.004425	0.007492
670.000000	1076.543839	-32.657673	0.196219	29.420498	0.175123	0.004287	0.007468
660.000000	1076.543839	-34.555541	0.203272	29.320942	0.191312	0.004104	0.008240
650.000000	1076.543839	-36.668184	0.211475	29.510715	0.212567	0.004283	0.007269
640.000000	1076.543839	-38.611205	0.217587	30.203907	0.235710	0.003976	0.007488
630.000000	1076.543839	-40.660147	0.225501	29.681051	0.252793	0.004212	0.006805
620.000000	1076.543839	-42.460792	0.231073	30.028344	0.273677	0.003754	0.006661
610.000000	1076.543839	-44.044203	0.236686	30.113197	0.291599	0.003489	0.007135
600.000000	1076.543839	-45.712528	0.241739	30.265231	0.310667	0.003333	0.006471
590.000000	1076.543839	-46.850815	0.244992	30.446412	0.324619	0.003723	0.007375
580.000000	1076.543839	-47.816417	0.248432	30.712893	0.338902	0.003402	0.007670
570.000000	1076.543839	-48.682668	0.251360	30.961238	0.351931	0.003524	0.008544
560.000000	1076.543839	-49.799876	0.253552	30.719109	0.360307	0.003356	0.006300
550.000000	1076.543839	-50.604582	0.256155	30.563908	0.368019	0.003272	0.007308
540.000000	1076.543839	-51.356405	0.258672	31.047940	0.383129	0.003410	0.008656
530.000000	1076.543839	-52.184648	0.260137	31.337389	0.395163	0.003227	0.007812
520.000000	1076.543839	-52.972917	0.261931	30.846782	0.397575	0.003250	0.006929
510.000000	1076.543839	-54.107935	0.264618	31.010929	0.412443	0.003148	0.006708
500.000000	1076.543839	-55.030919	0.266746	31.294992	0.426725	0.003216	0.007487
490.000000	1076.543839	-55.933989	0.269516	31.365490	0.439219	0.003040	0.006121
480.000000	1076.543839	-57.153607	0.271978	31.002996	0.447662	0.003158	0.007295
470.000000	1076.543839	-58.242222	0.274440	31.052203	0.461048	0.002916	0.007066
460.000000	1076.543839	-59.416040	0.277174	31.249620	0.478046	0.003179	0.007374
450.000000	1076.543839	-60.520806	0.278433	31.410928	0.491672	0.002947	0.006987
440.000000	1076.543839	-61.374979	0.280732	31.295847	0.500886	0.002941	0.006907
430.000000	1076.543839	-62.291141	0.282192	31.725954	0.518030	0.002778	0.007187
420.000000	1076.543839	-62.964036	0.282955	31.520849	0.521646	0.002859	0.007475
410.000000	1076.543839	-63.869677	0.283927	31.533291	0.531177	0.002848	0.007671
400.000000	1076.543839	-64.547440	0.283848	31.150526	0.530150	0.002751	0.006851
