Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
760.000000	1053.797256	-36.384137	0.801688	29.566223	0.818382	0.011336	0.028661
740.000000	1053.797256	-36.971434	0.803341	29.754894	0.838624	0.011173	0.030808
720.000000	1053.797256	-37.116901	0.804653	29.940226	0.848552	0.011143	0.031043
700.000000	1053.797256	-37.213704	0.805846	29.923453	0.851549	0.011127	0.028392
680.000000	1053.797256	-37.140982	0.806708	29.918680	0.850658	0.011163	0.034467
660.000000	1053.797256	-36.795386	0.807099	29.958072	0.844261	0.011230	0.029395
640.000000	1053.797256	-36.210603	0.806919	30.137436	0.835632	0.011401	0.036367
620.000000	1053.797256	-35.301303	0.805921	29.942395	0.808374	0.011709	0.030918
600.000000	1053.797256	-33.016217	0.802646	29.643868	0.745469	0.012427	0.035037
580.000000	1053.797256	-30.746295	0.798780	29.396519	0.685108	0.013815	0.036529
560.000000	1053.797256	-28.258388	0.794822	29.374813	0.626088	0.014997	0.043341
540.000000	1053.797256	-24.835809	0.789626	29.305342	0.545368	0.016944	0.041455
520.000000	1053.797256	-21.113470	0.784792	29.819502	0.468876	0.020478	0.060539
500.000000	1053.797256	-18.205050	0.781762	30.639563	0.413802	0.023008	0.067079
480.000000	1053.797256	-14.490411	0.777207	32.492196	0.347248	0.027148	0.121810
460.000000	1053.797256	-9.947353	0.768440	35.796259	0.259656	0.035936	0.211145
440.000000	1053.797256	-6.039459	0.754227	39.733285	0.171750	0.049955	0.467796
420.000000	1053.797256	-3.029212	0.732047	44.005861	0.092602	0.078399	0.899995
400.000000	1053.797256	-1.181252	0.699137	47.204194	0.036994	0.146525	2.216987
380.000000	1053.797256	-0.401456	0.659405	49.064049	0.012325	0.300860	8.075558
360.000000	1053.797256	-0.136548	0.615761	49.769930	0.003971	0.759066	15.664613
