# Wavelength [nm], EQE [%]
3.000160000000000196e+02 1.530914999999999981e-09 3.000160000000000196e+02 2.161543999999999954e+01
3.099889999999999759e+02 2.198259999999999810e-09 3.099889999999999759e+02 1.455705000000000027e+01
3.199889999999999759e+02 2.935859999999999827e-09 3.199889999999999759e+02 1.658518000000000114e+01
3.300140000000000100e+02 3.656180000000000086e-09 3.300140000000000100e+02 2.417475999999999914e+01
3.399889999999999759e+02 4.290115000000000131e-09 3.399889999999999759e+02 2.883775999999999939e+01
3.499889999999999759e+02 4.158694999999999772e-09 3.499889999999999759e+02 3.216469000000000023e+01
3.600129999999999768e+02 4.548864999999999884e-09 3.600129999999999768e+02 3.583357000000000170e+01
3.699859999999999900e+02 4.798065000000000222e-09 3.699859999999999900e+02 4.025972999999999757e+01
3.799830000000000041e+02 5.315120000000000150e-09 3.799830000000000041e+02 4.170338999999999885e+01
3.900020000000000095e+02 6.317379999999999954e-09 3.900020000000000095e+02 3.888902000000000214e+01
4.000059999999999718e+02 8.008154999999999422e-09 4.000059999999999718e+02 3.403694999999999737e+01
4.099950000000000045e+02 9.214150000000000488e-09 4.099950000000000045e+02 3.044032999999999944e+01
4.200049999999999955e+02 1.082849999999999998e-08 4.200049999999999955e+02 2.794850999999999885e+01
4.299990000000000236e+02 1.212545000000000056e-08 4.299990000000000236e+02 2.643637999999999977e+01
4.400140000000000100e+02 1.377890000000000005e-08 4.400140000000000100e+02 2.663127000000000066e+01
4.500110000000000241e+02 1.553429999999999836e-08 4.500110000000000241e+02 2.905977999999999994e+01
4.599900000000000091e+02 1.771889999999999927e-08 4.599900000000000091e+02 3.278645000000000209e+01
4.699889999999999759e+02 2.346144999999999863e-08 4.699889999999999759e+02 3.686466000000000065e+01
4.800059999999999718e+02 2.023455000000000102e-08 4.800059999999999718e+02 4.034241999999999706e+01
4.900029999999999859e+02 2.036189999999999852e-08 4.900029999999999859e+02 4.313940000000000197e+01
4.999820000000000277e+02 2.051105000000000022e-08 4.999820000000000277e+02 4.507625000000000171e+01
5.100140000000000100e+02 1.998719999999999980e-08 5.100140000000000100e+02 4.625896000000000186e+01
5.199880000000000564e+02 2.092940000000000012e-08 5.199880000000000564e+02 4.769107999999999947e+01
5.300149999999999864e+02 2.204990000000000013e-08 5.300149999999999864e+02 4.954247999999999763e+01
5.399840000000000373e+02 2.289030000000000149e-08 5.399840000000000373e+02 5.163568000000000069e+01
5.500040000000000191e+02 2.359239999999999889e-08 5.500040000000000191e+02 5.411496000000000350e+01
5.600049999999999955e+02 4.937124999999999947e-08 5.600049999999999955e+02 5.782847000000000293e+01
5.699740000000000464e+02 5.452625000000000162e-08 5.699740000000000464e+02 5.993733000000000288e+01
5.800149999999999864e+02 5.991065000000000052e-08 5.800149999999999864e+02 6.226487999999999801e+01
5.899729999999999563e+02 6.491654999999999375e-08 5.899729999999999563e+02 6.398185999999999751e+01
6.000019999999999527e+02 6.836535000000000277e-08 6.000019999999999527e+02 6.497517000000000564e+01
6.100259999999999536e+02 7.124659999999999424e-08 6.100259999999999536e+02 6.589159999999999684e+01
6.199669999999999845e+02 7.102835000000000485e-08 6.199669999999999845e+02 6.600628000000000384e+01
6.299790000000000418e+02 7.200330000000000260e-08 6.299790000000000418e+02 6.576697000000000060e+01
6.399850000000000136e+02 7.353125000000000537e-08 6.399850000000000136e+02 6.517667000000000144e+01
6.499850000000000136e+02 7.783865000000000065e-08 6.499850000000000136e+02 6.487027999999999395e+01
6.599790000000000418e+02 7.946844999999999848e-08 6.599790000000000418e+02 6.432159000000000049e+01
6.699660000000000082e+02 8.460529999999999858e-08 6.699660000000000082e+02 6.396448999999999785e+01
6.800240000000000009e+02 9.068799999999999785e-08 6.800240000000000009e+02 6.307656999999999670e+01
6.899990000000000236e+02 9.627590000000000251e-08 6.899990000000000236e+02 6.209759999999999991e+01
6.999669999999999845e+02 8.904365000000000073e-08 6.999669999999999845e+02 6.136484999999999701e+01
7.100030000000000427e+02 9.093534999999999907e-08 7.100030000000000427e+02 6.069324999999999903e+01
7.200339999999999918e+02 9.351110000000000147e-08 7.200339999999999918e+02 6.054377999999999815e+01
7.299819999999999709e+02 9.147380000000000480e-08 7.299819999999999709e+02 6.070559999999999690e+01
7.399980000000000473e+02 9.314725000000000050e-08 7.399980000000000473e+02 6.078155999999999892e+01
7.500080000000000382e+02 9.026594999999999971e-08 7.500080000000000382e+02 6.111912000000000234e+01
7.600109999999999673e+02 1.007290000000000015e-07 7.600109999999999673e+02 6.132059999999999889e+01
7.700049999999999955e+02 1.068989999999999966e-07 7.700049999999999955e+02 6.118560000000000088e+01
7.799930000000000518e+02 7.580135000000000398e-08 7.799930000000000518e+02 6.072988999999999749e+01
7.899729999999999563e+02 8.143299999999999869e-08 7.899729999999999563e+02 6.023993000000000109e+01
8.000199999999999818e+02 8.413960000000000256e-08 8.000199999999999818e+02 5.946182999999999907e+01
8.099850000000000136e+02 8.201505000000000621e-08 8.099850000000000136e+02 5.901035000000000252e+01
8.200170000000000528e+02 2.756440000000000031e-07 8.200170000000000528e+02 5.864536999999999978e+01
8.299660000000000082e+02 4.477639999999999853e-07 8.299660000000000082e+02 5.777396000000000242e+01
8.399819999999999709e+02 1.800080000000000062e-07 8.399819999999999709e+02 5.766013000000000233e+01
8.499900000000000091e+02 7.744574999999999718e-08 8.499900000000000091e+02 5.752669000000000210e+01
8.599890000000000327e+02 7.430249999999999979e-08 8.599890000000000327e+02 5.749739999999999895e+01
8.699800000000000182e+02 1.165905000000000010e-07 8.699800000000000182e+02 5.727564999999999884e+01
8.800370000000000346e+02 5.421499999999999677e-07 8.800370000000000346e+02 5.665986000000000189e+01
8.900119999999999436e+02 5.016374999999999680e-07 8.900119999999999436e+02 5.618580999999999648e+01
8.999769999999999754e+02 4.396729999999999958e-07 8.999769999999999754e+02 5.579587000000000074e+01
9.100080000000000382e+02 4.274205000000000123e-07 9.100080000000000382e+02 5.534479999999999933e+01
9.200289999999999964e+02 5.243090000000000397e-07 9.200289999999999964e+02 5.469425999999999988e+01
9.299690000000000509e+02 2.018064999999999880e-07 9.299690000000000509e+02 5.432477999999999696e+01
9.399710000000000036e+02 2.902539999999999996e-07 9.399710000000000036e+02 5.357059000000000282e+01
9.499660000000000082e+02 3.413314999999999883e-07 9.499660000000000082e+02 5.241951999999999856e+01
9.600259999999999536e+02 2.150779999999999887e-07 9.600259999999999536e+02 5.147082000000000335e+01
9.700000000000000000e+02 2.116729999999999923e-07 9.700000000000000000e+02 5.045353000000000065e+01
9.799660000000000082e+02 5.271615000000000052e-07 9.799660000000000082e+02 4.883736999999999995e+01
9.899969999999999573e+02 5.087970000000000263e-07 9.899969999999999573e+02 4.729236000000000217e+01
1.000017000000000053e+03 3.737239999999999920e-07 1.000017000000000053e+03 4.527051999999999765e+01
1.010027000000000044e+03 1.727030000000000080e-07 1.010027000000000044e+03 4.324043000000000347e+01
1.020027000000000044e+03 1.442389999999999987e-07 1.020027000000000044e+03 4.025970000000000226e+01
1.030016000000000076e+03 8.822874999999999520e-08 1.030016000000000076e+03 3.709150000000000347e+01
1.039996000000000095e+03 7.190144999999999431e-08 1.039996000000000095e+03 3.273053000000000168e+01
1.049964999999999918e+03 6.709934999999999660e-08 1.049964999999999918e+03 2.823714000000000013e+01
1.059997000000000071e+03 5.032074999999999748e-08 1.059997000000000071e+03 2.299258000000000024e+01
1.070017000000000053e+03 3.141419999999999684e-08 1.070017000000000053e+03 1.851568999999999932e+01
1.080027000000000044e+03 3.264015000000000128e-08 1.080027000000000044e+03 1.424131000000000036e+01
1.090026000000000067e+03 2.689935000000000059e-08 1.090026000000000067e+03 1.072387999999999941e+01
1.100013999999999896e+03 1.391534999999999993e-08 1.100013999999999896e+03 7.848875999999999742e+00
