# Wavelength [nm], EQE [%]
3.000160000000000196e+02 1.530914999999999981e-09 3.000160000000000196e+02 1.944358000000000075e+01
3.099889999999999759e+02 2.198259999999999810e-09 3.099889999999999759e+02 1.309318000000000026e+01
3.199889999999999759e+02 2.935859999999999827e-09 3.199889999999999759e+02 1.498307999999999929e+01
3.300140000000000100e+02 3.656180000000000086e-09 3.300140000000000100e+02 2.236711999999999989e+01
3.399889999999999759e+02 4.290115000000000131e-09 3.399889999999999759e+02 2.663504999999999967e+01
3.499889999999999759e+02 4.158694999999999772e-09 3.499889999999999759e+02 2.864658000000000015e+01
3.600129999999999768e+02 4.548864999999999884e-09 3.600129999999999768e+02 2.874437999999999960e+01
3.699859999999999900e+02 4.798065000000000222e-09 3.699859999999999900e+02 2.756309999999999860e+01
3.799830000000000041e+02 5.315120000000000150e-09 3.799830000000000041e+02 2.387653999999999854e+01
3.900020000000000095e+02 6.317379999999999954e-09 3.900020000000000095e+02 2.113008999999999915e+01
4.000059999999999718e+02 8.008154999999999422e-09 4.000059999999999718e+02 2.014474999999999838e+01
4.099950000000000045e+02 9.214150000000000488e-09 4.099950000000000045e+02 2.123518999999999934e+01
4.200049999999999955e+02 1.082849999999999998e-08 4.200049999999999955e+02 2.314142000000000010e+01
4.299990000000000236e+02 1.212545000000000056e-08 4.299990000000000236e+02 2.543599000000000032e+01
4.400140000000000100e+02 1.377890000000000005e-08 4.400140000000000100e+02 2.887309000000000125e+01
4.500110000000000241e+02 1.553429999999999836e-08 4.500110000000000241e+02 3.344550000000000267e+01
4.599900000000000091e+02 1.771889999999999927e-08 4.599900000000000091e+02 3.763371000000000066e+01
4.699889999999999759e+02 2.346144999999999863e-08 4.699889999999999759e+02 4.052170000000000272e+01
4.800059999999999718e+02 2.023455000000000102e-08 4.800059999999999718e+02 4.227541000000000082e+01
4.900029999999999859e+02 2.036189999999999852e-08 4.900029999999999859e+02 4.308431000000000211e+01
4.999820000000000277e+02 2.051105000000000022e-08 4.999820000000000277e+02 4.351368000000000080e+01
5.100140000000000100e+02 1.998719999999999980e-08 5.100140000000000100e+02 4.380104000000000042e+01
5.199880000000000564e+02 2.092940000000000012e-08 5.199880000000000564e+02 4.464739999999999753e+01
