# Wavelength [nm], EQE [%]
3.000160000000000196e+02 1.530914999999999981e-09 3.000160000000000196e+02 2.100002999999999886e+01
3.099889999999999759e+02 2.198259999999999810e-09 3.099889999999999759e+02 1.432371999999999979e+01
3.199889999999999759e+02 2.935859999999999827e-09 3.199889999999999759e+02 1.664033999999999835e+01
3.300140000000000100e+02 3.656180000000000086e-09 3.300140000000000100e+02 2.416307000000000116e+01
3.399889999999999759e+02 4.290115000000000131e-09 3.399889999999999759e+02 2.839529999999999887e+01
3.499889999999999759e+02 4.158694999999999772e-09 3.499889999999999759e+02 3.111277000000000115e+01
3.600129999999999768e+02 4.548864999999999884e-09 3.600129999999999768e+02 3.448319999999999652e+01
3.699859999999999900e+02 4.798065000000000222e-09 3.699859999999999900e+02 3.912236999999999654e+01
3.799830000000000041e+02 5.315120000000000150e-09 3.799830000000000041e+02 4.209190000000000254e+01
3.900020000000000095e+02 6.317379999999999954e-09 3.900020000000000095e+02 4.125146000000000157e+01
4.000059999999999718e+02 8.008154999999999422e-09 4.000059999999999718e+02 3.721003000000000327e+01
4.099950000000000045e+02 9.214150000000000488e-09 4.099950000000000045e+02 3.307618000000000080e+01
4.200049999999999955e+02 1.082849999999999998e-08 4.200049999999999955e+02 2.963447999999999993e+01
4.299990000000000236e+02 1.212545000000000056e-08 4.299990000000000236e+02 2.705925999999999831e+01
4.400140000000000100e+02 1.377890000000000005e-08 4.400140000000000100e+02 2.637590000000000146e+01
4.500110000000000241e+02 1.553429999999999836e-08 4.500110000000000241e+02 2.803575999999999979e+01
4.599900000000000091e+02 1.771889999999999927e-08 4.599900000000000091e+02 3.117405000000000115e+01
4.699889999999999759e+02 2.346144999999999863e-08 4.699889999999999759e+02 3.484879000000000104e+01
4.800059999999999718e+02 2.023455000000000102e-08 4.800059999999999718e+02 3.836326999999999998e+01
4.900029999999999859e+02 2.036189999999999852e-08 4.900029999999999859e+02 4.135578000000000287e+01
4.999820000000000277e+02 2.051105000000000022e-08 4.999820000000000277e+02 4.356730000000000302e+01
5.100140000000000100e+02 1.998719999999999980e-08 5.100140000000000100e+02 4.507180999999999926e+01
5.199880000000000564e+02 2.092940000000000012e-08 5.199880000000000564e+02 4.664885999999999910e+01
5.300149999999999864e+02 2.204990000000000013e-08 5.300149999999999864e+02 4.872507999999999839e+01
5.399840000000000373e+02 2.289030000000000149e-08 5.399840000000000373e+02 5.082542999999999722e+01
5.500040000000000191e+02 2.359239999999999889e-08 5.500040000000000191e+02 5.351021999999999679e+01
5.600049999999999955e+02 4.937124999999999947e-08 5.600049999999999955e+02 5.746564000000000050e+01
5.699740000000000464e+02 5.452625000000000162e-08 5.699740000000000464e+02 5.922428000000000026e+01
5.800149999999999864e+02 5.991065000000000052e-08 5.800149999999999864e+02 6.156116999999999706e+01
5.899729999999999563e+02 6.491654999999999375e-08 5.899729999999999563e+02 6.349443999999999733e+01
6.000019999999999527e+02 6.836535000000000277e-08 6.000019999999999527e+02 6.446694999999999709e+01
6.100259999999999536e+02 7.124659999999999424e-08 6.100259999999999536e+02 6.540255000000000507e+01
6.199669999999999845e+02 7.102835000000000485e-08 6.199669999999999845e+02 6.579671999999999343e+01
6.299790000000000418e+02 7.200330000000000260e-08 6.299790000000000418e+02 6.536888999999999328e+01
6.399850000000000136e+02 7.353125000000000537e-08 6.399850000000000136e+02 6.470932000000000528e+01
6.499850000000000136e+02 7.783865000000000065e-08 6.499850000000000136e+02 6.445345000000000368e+01
6.599790000000000418e+02 7.946844999999999848e-08 6.599790000000000418e+02 6.391778000000000048e+01
6.699660000000000082e+02 8.460529999999999858e-08 6.699660000000000082e+02 6.359942000000000206e+01
6.800240000000000009e+02 9.068799999999999785e-08 6.800240000000000009e+02 6.287297999999999831e+01
6.899990000000000236e+02 9.627590000000000251e-08 6.899990000000000236e+02 6.180507000000000062e+01
6.999669999999999845e+02 8.904365000000000073e-08 6.999669999999999845e+02 6.068086999999999875e+01
7.100030000000000427e+02 9.093534999999999907e-08 7.100030000000000427e+02 6.048102999999999696e+01
7.200339999999999918e+02 9.351110000000000147e-08 7.200339999999999918e+02 6.004247000000000156e+01
7.299819999999999709e+02 9.147380000000000480e-08 7.299819999999999709e+02 6.016385999999999967e+01
7.399980000000000473e+02 9.314725000000000050e-08 7.399980000000000473e+02 6.022182999999999709e+01
7.500080000000000382e+02 9.026594999999999971e-08 7.500080000000000382e+02 6.064728000000000208e+01
7.600109999999999673e+02 1.007290000000000015e-07 7.600109999999999673e+02 6.077215000000000344e+01
7.700049999999999955e+02 1.068989999999999966e-07 7.700049999999999955e+02 6.100187999999999988e+01
7.799930000000000518e+02 7.580135000000000398e-08 7.799930000000000518e+02 6.057874999999999943e+01
7.899729999999999563e+02 8.143299999999999869e-08 7.899729999999999563e+02 6.026590000000000202e+01
8.000199999999999818e+02 8.413960000000000256e-08 8.000199999999999818e+02 5.952481999999999829e+01
8.099850000000000136e+02 8.201505000000000621e-08 8.099850000000000136e+02 5.901035000000000252e+01
8.200170000000000528e+02 2.756440000000000031e-07 8.200170000000000528e+02 5.825907999999999731e+01
8.299660000000000082e+02 4.477639999999999853e-07 8.299660000000000082e+02 5.771359000000000350e+01
8.399819999999999709e+02 1.800080000000000062e-07 8.399819999999999709e+02 5.766615000000000180e+01
8.499900000000000091e+02 7.744574999999999718e-08 8.499900000000000091e+02 5.755505999999999744e+01
