# Wavelength [nm], EQE [%]
3.000160000000000196e+02 1.530914999999999981e-09 3.000160000000000196e+02 1.747432999999999836e+01
3.099889999999999759e+02 2.198259999999999810e-09 3.099889999999999759e+02 1.178317000000000014e+01
3.199889999999999759e+02 2.935859999999999827e-09 3.199889999999999759e+02 1.342986999999999931e+01
3.300140000000000100e+02 3.656180000000000086e-09 3.300140000000000100e+02 2.005779000000000067e+01
3.399889999999999759e+02 4.290115000000000131e-09 3.399889999999999759e+02 2.380904999999999916e+01
3.499889999999999759e+02 4.158694999999999772e-09 3.499889999999999759e+02 2.556201000000000079e+01
3.600129999999999768e+02 4.548864999999999884e-09 3.600129999999999768e+02 2.588041000000000125e+01
3.699859999999999900e+02 4.798065000000000222e-09 3.699859999999999900e+02 2.492002000000000095e+01
3.799830000000000041e+02 5.315120000000000150e-09 3.799830000000000041e+02 2.150543000000000049e+01
3.900020000000000095e+02 6.317379999999999954e-09 3.900020000000000095e+02 1.895137000000000072e+01
4.000059999999999718e+02 8.008154999999999422e-09 4.000059999999999718e+02 1.786572999999999922e+01
4.099950000000000045e+02 9.214150000000000488e-09 4.099950000000000045e+02 1.866631999999999891e+01
4.200049999999999955e+02 1.082849999999999998e-08 4.200049999999999955e+02 2.024387000000000114e+01
4.299990000000000236e+02 1.212545000000000056e-08 4.299990000000000236e+02 2.235669000000000040e+01
4.400140000000000100e+02 1.377890000000000005e-08 4.400140000000000100e+02 2.546343999999999852e+01
4.500110000000000241e+02 1.553429999999999836e-08 4.500110000000000241e+02 2.952655999999999992e+01
4.599900000000000091e+02 1.771889999999999927e-08 4.599900000000000091e+02 3.344022999999999968e+01
4.699889999999999759e+02 2.346144999999999863e-08 4.699889999999999759e+02 3.624213999999999913e+01
4.800059999999999718e+02 2.023455000000000102e-08 4.800059999999999718e+02 3.790805999999999898e+01
4.900029999999999859e+02 2.036189999999999852e-08 4.900029999999999859e+02 3.871119999999999806e+01
