# Wavelength [nm], EQE [%]
4.999820000000000277e+02 2.051105000000000022e-08 4.999820000000000277e+02 3.921562000000000126e+01
5.100140000000000100e+02 1.998719999999999980e-08 5.100140000000000100e+02 3.945212000000000074e+01
5.199880000000000564e+02 2.092940000000000012e-08 5.199880000000000564e+02 4.033483999999999980e+01
5.300149999999999864e+02 2.204990000000000013e-08 5.300149999999999864e+02 4.175110999999999706e+01
5.399840000000000373e+02 2.289030000000000149e-08 5.399840000000000373e+02 4.345945999999999998e+01
5.500040000000000191e+02 2.359239999999999889e-08 5.500040000000000191e+02 4.561939000000000277e+01
5.600049999999999955e+02 4.937124999999999947e-08 5.600049999999999955e+02 4.862593999999999994e+01
5.699740000000000464e+02 5.452625000000000162e-08 5.699740000000000464e+02 5.015614000000000061e+01
5.800149999999999864e+02 5.991065000000000052e-08 5.800149999999999864e+02 5.194619999999999749e+01
5.899729999999999563e+02 6.491654999999999375e-08 5.899729999999999563e+02 5.342732999999999777e+01
6.000019999999999527e+02 6.836535000000000277e-08 6.000019999999999527e+02 5.400169999999999959e+01
6.100259999999999536e+02 7.124659999999999424e-08 6.100259999999999536e+02 5.463682000000000016e+01
6.199669999999999845e+02 7.102835000000000485e-08 6.199669999999999845e+02 5.496050999999999931e+01
6.299790000000000418e+02 7.200330000000000260e-08 6.299790000000000418e+02 5.503036000000000172e+01
6.399850000000000136e+02 7.353125000000000537e-08 6.399850000000000136e+02 5.490957000000000221e+01
6.499850000000000136e+02 7.783865000000000065e-08 6.499850000000000136e+02 5.507045999999999708e+01
6.599790000000000418e+02 7.946844999999999848e-08 6.599790000000000418e+02 5.481866000000000128e+01
6.699660000000000082e+02 8.460529999999999858e-08 6.699660000000000082e+02 5.440794999999999959e+01
6.800240000000000009e+02 9.068799999999999785e-08 6.800240000000000009e+02 5.376924999999999955e+01
6.899990000000000236e+02 9.627590000000000251e-08 6.899990000000000236e+02 5.336442000000000263e+01
6.999669999999999845e+02 8.904365000000000073e-08 6.999669999999999845e+02 5.299835999999999814e+01
7.100030000000000427e+02 9.093534999999999907e-08 7.100030000000000427e+02 5.313298000000000343e+01
7.200339999999999918e+02 9.351110000000000147e-08 7.200339999999999918e+02 5.344178000000000139e+01
7.299819999999999709e+02 9.147380000000000480e-08 7.299819999999999709e+02 5.421683999999999770e+01
7.399980000000000473e+02 9.314725000000000050e-08 7.399980000000000473e+02 5.474318000000000239e+01
7.500080000000000382e+02 9.026594999999999971e-08 7.500080000000000382e+02 5.495221000000000089e+01
7.600109999999999673e+02 1.007290000000000015e-07 7.600109999999999673e+02 5.409089999999999776e+01
7.700049999999999955e+02 1.068989999999999966e-07 7.700049999999999955e+02 5.343099999999999739e+01
7.799930000000000518e+02 7.580135000000000398e-08 7.799930000000000518e+02 5.198725999999999914e+01
7.899729999999999563e+02 8.143299999999999869e-08 7.899729999999999563e+02 5.125941000000000258e+01
8.000199999999999818e+02 8.413960000000000256e-08 8.000199999999999818e+02 5.079249000000000080e+01
8.099850000000000136e+02 8.201505000000000621e-08 8.099850000000000136e+02 5.068981999999999744e+01
8.200170000000000528e+02 2.756440000000000031e-07 8.200170000000000528e+02 5.040124999999999744e+01
8.299660000000000082e+02 4.477639999999999853e-07 8.299660000000000082e+02 5.055227000000000004e+01
8.399819999999999709e+02 1.800080000000000062e-07 8.399819999999999709e+02 5.102984000000000009e+01
8.499900000000000091e+02 7.744574999999999718e-08 8.499900000000000091e+02 5.097787999999999897e+01
8.599890000000000327e+02 7.430249999999999979e-08 8.599890000000000327e+02 5.103981000000000279e+01
8.699800000000000182e+02 1.165905000000000010e-07 8.699800000000000182e+02 5.094951999999999970e+01
8.800370000000000346e+02 5.421499999999999677e-07 8.800370000000000346e+02 5.058890999999999849e+01
8.900119999999999436e+02 5.016374999999999680e-07 8.900119999999999436e+02 5.087657999999999703e+01
8.999769999999999754e+02 4.396729999999999958e-07 8.999769999999999754e+02 5.061328000000000316e+01
9.100080000000000382e+02 4.274205000000000123e-07 9.100080000000000382e+02 5.051174000000000319e+01
9.200289999999999964e+02 5.243090000000000397e-07 9.200289999999999964e+02 5.028837000000000046e+01
9.299690000000000509e+02 2.018064999999999880e-07 9.299690000000000509e+02 5.047849000000000075e+01
9.399710000000000036e+02 2.902539999999999996e-07 9.399710000000000036e+02 4.981886000000000081e+01
9.499660000000000082e+02 3.413314999999999883e-07 9.499660000000000082e+02 4.939227999999999952e+01
9.600259999999999536e+02 2.150779999999999887e-07 9.600259999999999536e+02 4.886032999999999760e+01
9.700000000000000000e+02 2.116729999999999923e-07 9.700000000000000000e+02 4.786690000000000111e+01
9.799660000000000082e+02 5.271615000000000052e-07 9.799660000000000082e+02 4.667900000000000205e+01
9.899969999999999573e+02 5.087970000000000263e-07 9.899969999999999573e+02 4.545291999999999888e+01
1.000017000000000053e+03 3.737239999999999920e-07 1.000017000000000053e+03 4.409602999999999895e+01
1.010027000000000044e+03 1.727030000000000080e-07 1.010027000000000044e+03 4.226538999999999646e+01
1.020027000000000044e+03 1.442389999999999987e-07 1.020027000000000044e+03 3.995557000000000158e+01
1.030016000000000076e+03 8.822874999999999520e-08 1.030016000000000076e+03 3.733306999999999931e+01
1.039996000000000095e+03 7.190144999999999431e-08 1.039996000000000095e+03 3.389253999999999678e+01
1.049964999999999918e+03 6.709934999999999660e-08 1.049964999999999918e+03 3.026638000000000162e+01
1.059997000000000071e+03 5.032074999999999748e-08 1.059997000000000071e+03 2.577414999999999878e+01
1.070017000000000053e+03 3.141419999999999684e-08 1.070017000000000053e+03 2.171565999999999974e+01
1.080027000000000044e+03 3.264015000000000128e-08 1.080027000000000044e+03 1.744172999999999973e+01
1.090026000000000067e+03 2.689935000000000059e-08 1.090026000000000067e+03 1.366483000000000025e+01
1.100013999999999896e+03 1.391534999999999993e-08 1.100013999999999896e+03 1.028406000000000020e+01
