# Wavelength [nm], EQE [%]
3.000160000000000196e+02 1.530914999999999981e-09 3.000160000000000196e+02 2.469490000000000052e+01
3.099889999999999759e+02 2.198259999999999810e-09 3.099889999999999759e+02 1.662229999999999919e+01
3.199889999999999759e+02 2.935859999999999827e-09 3.199889999999999759e+02 1.971915999999999869e+01
3.300140000000000100e+02 3.656180000000000086e-09 3.300140000000000100e+02 2.982017000000000095e+01
3.399889999999999759e+02 4.290115000000000131e-09 3.399889999999999759e+02 3.553269999999999840e+01
3.499889999999999759e+02 4.158694999999999772e-09 3.499889999999999759e+02 3.799685000000000201e+01
3.600129999999999768e+02 4.548864999999999884e-09 3.600129999999999768e+02 3.953587999999999880e+01
3.699859999999999900e+02 4.798065000000000222e-09 3.699859999999999900e+02 4.163783999999999708e+01
3.799830000000000041e+02 5.315120000000000150e-09 3.799830000000000041e+02 4.308196000000000225e+01
3.900020000000000095e+02 6.317379999999999954e-09 3.900020000000000095e+02 4.525019000000000347e+01
4.000059999999999718e+02 8.008154999999999422e-09 4.000059999999999718e+02 4.778034999999999854e+01
4.099950000000000045e+02 9.214150000000000488e-09 4.099950000000000045e+02 4.921638999999999697e+01
4.200049999999999955e+02 1.082849999999999998e-08 4.200049999999999955e+02 4.848252000000000095e+01
4.299990000000000236e+02 1.212545000000000056e-08 4.299990000000000236e+02 4.520394000000000290e+01
4.400140000000000100e+02 1.377890000000000005e-08 4.400140000000000100e+02 4.198221000000000203e+01
4.500110000000000241e+02 1.553429999999999836e-08 4.500110000000000241e+02 4.070405000000000229e+01
4.599900000000000091e+02 1.771889999999999927e-08 4.599900000000000091e+02 4.122435000000000116e+01
4.699889999999999759e+02 2.346144999999999863e-08 4.699889999999999759e+02 4.279625000000000057e+01
4.800059999999999718e+02 2.023455000000000102e-08 4.800059999999999718e+02 4.460757999999999868e+01
4.900029999999999859e+02 2.036189999999999852e-08 4.900029999999999859e+02 4.655875999999999948e+01
4.999820000000000277e+02 2.051105000000000022e-08 4.999820000000000277e+02 4.837313000000000329e+01
5.100140000000000100e+02 1.998719999999999980e-08 5.100140000000000100e+02 4.977835999999999927e+01
5.199880000000000564e+02 2.092940000000000012e-08 5.199880000000000564e+02 5.140693999999999875e+01
5.300149999999999864e+02 2.204990000000000013e-08 5.300149999999999864e+02 5.338427000000000078e+01
5.399840000000000373e+02 2.289030000000000149e-08 5.399840000000000373e+02 5.542179999999999751e+01
5.500040000000000191e+02 2.359239999999999889e-08 5.500040000000000191e+02 5.781691000000000003e+01
5.600049999999999955e+02 4.937124999999999947e-08 5.600049999999999955e+02 6.168968999999999880e+01
5.699740000000000464e+02 5.452625000000000162e-08 5.699740000000000464e+02 6.317969999999999686e+01
5.800149999999999864e+02 5.991065000000000052e-08 5.800149999999999864e+02 6.552017999999999631e+01
5.899729999999999563e+02 6.491654999999999375e-08 5.899729999999999563e+02 6.760697000000000401e+01
6.000019999999999527e+02 6.836535000000000277e-08 6.000019999999999527e+02 6.894865000000000066e+01
6.100259999999999536e+02 7.124659999999999424e-08 6.100259999999999536e+02 7.015457000000000676e+01
6.199669999999999845e+02 7.102835000000000485e-08 6.199669999999999845e+02 7.073171999999999571e+01
6.299790000000000418e+02 7.200330000000000260e-08 6.299790000000000418e+02 7.057908999999999367e+01
6.399850000000000136e+02 7.353125000000000537e-08 6.399850000000000136e+02 6.973199999999999932e+01
6.499850000000000136e+02 7.783865000000000065e-08 6.499850000000000136e+02 6.920696999999999832e+01
6.599790000000000418e+02 7.946844999999999848e-08 6.599790000000000418e+02 6.870856000000000563e+01
6.699660000000000082e+02 8.460529999999999858e-08 6.699660000000000082e+02 6.827022999999999797e+01
6.800240000000000009e+02 9.068799999999999785e-08 6.800240000000000009e+02 6.773529999999999518e+01
6.899990000000000236e+02 9.627590000000000251e-08 6.899990000000000236e+02 6.692233000000000231e+01
6.999669999999999845e+02 8.904365000000000073e-08 6.999669999999999845e+02 6.546778000000000475e+01
7.100030000000000427e+02 9.093534999999999907e-08 7.100030000000000427e+02 6.495565999999999462e+01
7.200339999999999918e+02 9.351110000000000147e-08 7.200339999999999918e+02 6.431404999999999461e+01
7.299819999999999709e+02 9.147380000000000480e-08 7.299819999999999709e+02 6.425862999999999658e+01
7.399980000000000473e+02 9.314725000000000050e-08 7.399980000000000473e+02 6.417197000000000173e+01
7.500080000000000382e+02 9.026594999999999971e-08 7.500080000000000382e+02 6.443260999999999683e+01
7.600109999999999673e+02 1.007290000000000015e-07 7.600109999999999673e+02 6.457993999999999346e+01
7.700049999999999955e+02 1.068989999999999966e-07 7.700049999999999955e+02 6.490815999999999519e+01
7.799930000000000518e+02 7.580135000000000398e-08 7.799930000000000518e+02 6.510108999999999924e+01
7.899729999999999563e+02 8.143299999999999869e-08 7.899729999999999563e+02 6.499490000000000123e+01
8.000199999999999818e+02 8.413960000000000256e-08 8.000199999999999818e+02 6.441365999999999303e+01
8.099850000000000136e+02 8.201505000000000621e-08 8.099850000000000136e+02 6.381486000000000303e+01
8.200170000000000528e+02 2.756440000000000031e-07 8.200170000000000528e+02 6.324927000000000277e+01
8.299660000000000082e+02 4.477639999999999853e-07 8.299660000000000082e+02 6.263508999999999816e+01
8.399819999999999709e+02 1.800080000000000062e-07 8.399819999999999709e+02 6.232605999999999824e+01
8.499900000000000091e+02 7.744574999999999718e-08 8.499900000000000091e+02 6.181763999999999726e+01
8.599890000000000327e+02 7.430249999999999979e-08 8.599890000000000327e+02 6.185678999999999661e+01
8.699800000000000182e+02 1.165905000000000010e-07 8.699800000000000182e+02 6.134508000000000294e+01
8.800370000000000346e+02 5.421499999999999677e-07 8.800370000000000346e+02 6.093829999999999814e+01
8.900119999999999436e+02 5.016374999999999680e-07 8.900119999999999436e+02 6.045000000000000284e+01
8.999769999999999754e+02 4.396729999999999958e-07 8.999769999999999754e+02 5.999806999999999846e+01
9.100080000000000382e+02 4.274205000000000123e-07 9.100080000000000382e+02 5.949271000000000242e+01
9.200289999999999964e+02 5.243090000000000397e-07 9.200289999999999964e+02 5.862827999999999662e+01
9.299690000000000509e+02 2.018064999999999880e-07 9.299690000000000509e+02 5.839251000000000147e+01
9.399710000000000036e+02 2.902539999999999996e-07 9.399710000000000036e+02 5.781826999999999828e+01
9.499660000000000082e+02 3.413314999999999883e-07 9.499660000000000082e+02 5.671724999999999994e+01
9.600259999999999536e+02 2.150779999999999887e-07 9.600259999999999536e+02 5.600426000000000215e+01
9.700000000000000000e+02 2.116729999999999923e-07 9.700000000000000000e+02 5.519380000000000308e+01
9.799660000000000082e+02 5.271615000000000052e-07 9.799660000000000082e+02 5.421356999999999715e+01
9.899969999999999573e+02 5.087970000000000263e-07 9.899969999999999573e+02 5.326064999999999827e+01
1.000017000000000053e+03 3.737239999999999920e-07 1.000017000000000053e+03 5.173313000000000272e+01
1.010027000000000044e+03 1.727030000000000080e-07 1.010027000000000044e+03 5.100701999999999714e+01
1.020027000000000044e+03 1.442389999999999987e-07 1.020027000000000044e+03 4.894019999999999726e+01
1.030016000000000076e+03 8.822874999999999520e-08 1.030016000000000076e+03 4.684991999999999734e+01
1.039996000000000095e+03 7.190144999999999431e-08 1.039996000000000095e+03 4.282715999999999923e+01
1.049964999999999918e+03 6.709934999999999660e-08 1.049964999999999918e+03 3.747194999999999965e+01
1.059997000000000071e+03 5.032074999999999748e-08 1.059997000000000071e+03 3.017829000000000050e+01
1.070017000000000053e+03 3.141419999999999684e-08 1.070017000000000053e+03 2.304561999999999955e+01
1.080027000000000044e+03 3.264015000000000128e-08 1.080027000000000044e+03 1.646987999999999985e+01
