Dividing Wavelength (nm)	Light Power Density (W/m^2)	Jsc (A/m^2)	Voc (V)	FF (%)	Efficiency (%)	Rs (Ω · m^2)	Rsh (Ω · m^2)	
395.000000	1068.678458	-0.485610	0.952183	39.526457	0.017102	0.412109	3.987910
405.000000	1068.678458	-0.767888	0.992242	43.962429	0.031344	0.159323	6.434411
415.000000	1068.678458	-1.040436	1.012337	46.644066	0.045972	0.109209	3.167838
425.000000	1068.678458	-1.562315	1.034336	49.928726	0.075498	0.052723	12.361044
435.000000	1068.678458	-2.352164	1.052274	52.641550	0.121921	0.036124	3.415587
445.000000	1068.678458	-3.557536	1.069737	54.489223	0.194039	0.024430	0.769644
455.000000	1068.678458	-5.140427	1.084296	56.259035	0.293422	0.016997	0.703022
465.000000	1068.678458	-7.153560	1.096897	57.336611	0.420991	0.012123	2.280557
475.000000	1068.678458	-9.765675	1.108646	57.415692	0.581673	0.008912	0.394375
485.000000	1068.678458	-12.715082	1.117483	57.683133	0.766941	0.008218	0.464555
495.000000	1068.678458	-16.318456	1.126563	58.255063	1.002123	0.006282	0.726813
505.000000	1068.678458	-20.222778	1.133616	58.109115	1.246533	0.005803	0.272448
515.000000	1068.678458	-24.259458	1.140276	58.333906	1.509959	0.004637	0.265783
525.000000	1068.678458	-28.697823	1.145687	58.275664	1.792897	0.004349	0.301660
535.000000	1068.678458	-32.478251	1.149748	58.221076	2.034363	0.004118	0.181144
545.000000	1068.678458	-34.697970	1.152028	58.526158	2.189122	0.003995	0.115212
555.000000	1068.678458	-36.876640	1.154144	58.243113	2.319578	0.003907	0.169780
565.000000	1068.678458	-40.909353	1.157611	58.441113	2.589743	0.003313	-0.001000
575.000000	1068.678458	-44.290254	1.160141	58.249313	2.800676	0.003206	0.157184
585.000000	1068.678458	-46.998061	1.162068	58.236496	2.976183	0.003122	0.161857
595.000000	1068.678458	-50.511671	1.164326	58.124130	3.198717	0.003014	0.158032
605.000000	1068.678458	-55.424595	1.167463	57.950350	3.508769	0.002875	0.425787
615.000000	1068.678458	-58.955324	1.169336	57.833881	3.730761	0.002820	0.113407
625.000000	1068.678458	-61.245869	1.170511	57.425155	3.852189	0.002557	0.077750
635.000000	1068.678458	-63.356093	1.171616	57.554819	3.997682	0.002503	0.091810
645.000000	1068.678458	-65.937287	1.172577	57.492457	4.159452	0.002475	0.042814
655.000000	1068.678458	-68.292111	1.173447	57.006516	4.274759	0.002433	1.255123
665.000000	1068.678458	-70.381456	1.174464	57.148637	4.420352	0.002389	0.090960
675.000000	1068.678458	-72.820483	1.175503	57.431947	4.600275	0.002357	0.176711
685.000000	1068.678458	-75.572403	1.176539	57.183926	4.757693	0.002314	0.245959
695.000000	1068.678458	-78.083313	1.177470	56.933056	4.898075	0.002278	0.066282
705.000000	1068.678458	-80.973300	1.178338	56.652548	5.058062	0.002238	-0.001000
715.000000	1068.678458	-83.760378	1.179399	56.562587	5.228554	0.002200	0.053097
725.000000	1068.678458	-85.787208	1.179969	56.889532	5.388630	0.002175	-0.001000
735.000000	1068.678458	-87.679916	1.180595	56.570919	5.479581	0.002146	-0.001000
745.000000	1068.678458	-89.157367	1.181011	56.423692	5.559368	0.002138	-0.001000
755.000000	1068.678458	-90.632840	1.181462	56.429058	5.654070	0.002121	0.062216
765.000000	1068.678458	-91.563812	1.181615	56.538005	5.723915	0.002114	0.209684
775.000000	1068.678458	-92.279787	1.181966	56.401108	5.756414	0.002091	0.051521
785.000000	1068.678458	-93.436455	1.182168	56.252479	5.814202	0.002074	-0.001000
795.000000	1068.678458	-93.782373	1.182227	56.378400	5.849081	0.002071	0.080913
805.000000	1068.678458	-93.855792	1.182216	56.573483	5.873863	0.002070	0.062161
